Date,Price (USD),Market Cap (USD),Total Volume (USD),Circulating Supply
04-12-2023,0.6231180551059444,33614418435.45863,853055901.5763261,53945505446.38512
05-12-2023,0.6244086756616258,33650969712.176388,1739624716.1151204,53892540292.65319
06-12-2023,0.6217479099188722,33536422011.308704,1261500865.4833837,53938938074.89381
07-12-2023,0.6417940161511841,34586239264.31699,1751766685.8418212,53889937260.13439
08-12-2023,0.643096816218413,34572720848.68469,1617826105.8355544,53759744997.62236
09-12-2023,0.6737415520210336,36379328710.34854,1764953428.2699678,53995970118.24619
10-12-2023,0.6589222499084937,35536897265.788315,1989563714.2246327,53931852006.39896
11-12-2023,0.6615597705456061,35681860620.91525,1037587772.5393128,53935958940.6222
12-12-2023,0.6195589019990316,33422648227.05964,2052327029.5370736,53945876847.57676
13-12-2023,0.6190431290690513,33412155102.47692,1307109718.0257838,53973872794.16834
14-12-2023,0.6281203011527012,33902320872.57803,1409914145.3176117,53974247943.20745
15-12-2023,0.6321984476459265,34127963922.601456,1325870971.4112484,53982992286.17436
16-12-2023,0.6151885755173983,33252169251.15309,1280123112.062435,54051994094.95972
17-12-2023,0.6196883061852944,33443700107.728737,681854371.9693284,53968583518.38684
18-12-2023,0.6100285893571271,32920058082.90148,744742147.8193986,53964779122.22765
19-12-2023,0.6125333400569155,33081392977.39389,1526938744.4143093,54007497737.70687
20-12-2023,0.6047003387381882,32629721782.82034,1093081252.5508273,53960151322.07119
21-12-2023,0.6166326094714389,33294546908.867,1349253323.6723382,53994139131.57495
22-12-2023,0.62343549697752,33698792612.641487,1110957120.5015404,54053374849.55016
23-12-2023,0.6251276873999784,33817623430.356445,1314700978.040262,54097145450.41221
24-12-2023,0.6197095434300115,33512926248.348976,719236757.1532749,54078441430.57617
25-12-2023,0.6133475295925358,33186126989.99529,1122153754.5892105,54106563389.99487
26-12-2023,0.6470876013660011,34978755028.00759,1719526532.3008835,54055671835.10777
27-12-2023,0.6216348445072681,33610574038.135857,1600554140.262233,54068034208.69514
28-12-2023,0.635060919830047,34357310100.596592,1400197240.3335123,54100809903.073845
29-12-2023,0.6346975136885982,34408233527.8822,1802335304.0639143,54212018773.97604
30-12-2023,0.6230727903756257,33694900136.482388,1257166870.500675,54078593475.68216
31-12-2023,0.6217721667534301,33656223192.44953,654083660.4075979,54129510763.05776
01-01-2024,0.6135560601066552,33227239217.747364,616827726.7618662,54155180558.352615
02-01-2024,0.6296830385207044,34067597078.14804,661012500.8315715,54102770749.83952
03-01-2024,0.6278857937694052,33896300818.06638,1269164248.347777,53984818822.824005
